season,y_bins,goal_dist_bins,total,average_per_hour,y_mid,goal_mid
2016,"(28, 30]","(74, 76]",0,0.0,29.0,75.0
2016,"(28, 30]","(76, 78]",0,0.0,29.0,77.0
2016,"(28, 30]","(78, 80]",0,0.0,29.0,79.0
2016,"(28, 30]","(80, 82]",0,0.0,29.0,81.0
2016,"(28, 30]","(82, 84]",0,0.0,29.0,83.0
2016,"(28, 30]","(84, 86]",0,0.0,29.0,85.0
2016,"(28, 30]","(86, 88]",0,0.0,29.0,87.0
2016,"(28, 30]","(88, 90]",0,0.0,29.0,89.0
2016,"(28, 30]","(90, 92]",0,0.0,29.0,91.0
2016,"(30, 32]","(0, 2]",13,0.0011682242990654205,31.0,1.0
2016,"(30, 32]","(2, 4]",15,0.0013479511143062546,31.0,3.0
2016,"(30, 32]","(4, 6]",17,0.0015276779295470885,31.0,5.0
2016,"(30, 32]","(6, 8]",22,0.001976994967649173,31.0,7.0
2016,"(30, 32]","(8, 10]",23,0.00206685837526959,31.0,9.0
2016,"(30, 32]","(10, 12]",22,0.001976994967649173,31.0,11.0
2016,"(30, 32]","(12, 14]",40,0.0035945363048166786,31.0,13.0
2016,"(30, 32]","(14, 16]",38,0.0034148094895758447,31.0,15.0
2016,"(30, 32]","(16, 18]",29,0.002606038820992092,31.0,17.0
2016,"(30, 32]","(18, 20]",38,0.0034148094895758447,31.0,19.0
2016,"(30, 32]","(20, 22]",38,0.0034148094895758447,31.0,21.0
2016,"(30, 32]","(22, 24]",43,0.0038641265276779294,31.0,23.0
2016,"(30, 32]","(24, 26]",56,0.0050323508267433505,31.0,25.0
2016,"(30, 32]","(26, 28]",58,0.005212077641984184,31.0,27.0
2016,"(30, 32]","(28, 30]",46,0.00413371675053918,31.0,29.0
2016,"(30, 32]","(30, 32]",61,0.005481667864845435,31.0,31.0
2016,"(30, 32]","(32, 34]",48,0.004313443565780014,31.0,33.0
2016,"(30, 32]","(34, 36]",58,0.005212077641984184,31.0,35.0
2016,"(30, 32]","(36, 38]",60,0.005391804457225018,31.0,37.0
2016,"(30, 32]","(38, 40]",47,0.004223580158159598,31.0,39.0
2016,"(30, 32]","(40, 42]",37,0.0033249460819554278,31.0,41.0
2016,"(30, 32]","(42, 44]",45,0.004043853342918764,31.0,43.0
2016,"(30, 32]","(44, 46]",41,0.0036843997124370955,31.0,45.0
2016,"(30, 32]","(46, 48]",42,0.0037742631200575125,31.0,47.0
2016,"(30, 32]","(48, 50]",64,0.005751258087706686,31.0,49.0
2016,"(30, 32]","(50, 52]",70,0.006290438533429188,31.0,51.0
2016,"(30, 32]","(52, 54]",70,0.006290438533429188,31.0,53.0
2016,"(30, 32]","(54, 56]",69,0.00620057512580877,31.0,55.0
2016,"(30, 32]","(56, 58]",66,0.00593098490294752,31.0,57.0
2016,"(30, 32]","(58, 60]",28,0.0025161754133716753,31.0,59.0
2016,"(30, 32]","(60, 62]",5,0.0004493170381020848,31.0,61.0
2016,"(30, 32]","(62, 64]",1,8.986340762041697e-05,31.0,63.0
2016,"(30, 32]","(64, 66]",0,0.0,31.0,65.0
2016,"(30, 32]","(66, 68]",0,0.0,31.0,67.0
2016,"(30, 32]","(68, 70]",0,0.0,31.0,69.0
2016,"(30, 32]","(70, 72]",0,0.0,31.0,71.0
2016,"(30, 32]","(72, 74]",0,0.0,31.0,73.0
2016,"(30, 32]","(74, 76]",0,0.0,31.0,75.0
2016,"(30, 32]","(76, 78]",0,0.0,31.0,77.0
2016,"(30, 32]","(78, 80]",0,0.0,31.0,79.0
2016,"(30, 32]","(80, 82]",0,0.0,31.0,81.0
2016,"(30, 32]","(82, 84]",0,0.0,31.0,83.0
2016,"(30, 32]","(84, 86]",0,0.0,31.0,85.0
2016,"(30, 32]","(86, 88]",0,0.0,31.0,87.0
2016,"(30, 32]","(88, 90]",0,0.0,31.0,89.0
2016,"(30, 32]","(90, 92]",0,0.0,31.0,91.0
2016,"(32, 34]","(0, 2]",6,0.0005391804457225018,33.0,1.0
2016,"(32, 34]","(2, 4]",16,0.0014378145219266715,33.0,3.0
2016,"(32, 34]","(4, 6]",14,0.0012580877066858376,33.0,5.0
2016,"(32, 34]","(6, 8]",16,0.0014378145219266715,33.0,7.0
2016,"(32, 34]","(8, 10]",24,0.002156721782890007,33.0,9.0
2016,"(32, 34]","(10, 12]",21,0.0018871315600287562,33.0,11.0
2016,"(32, 34]","(12, 14]",40,0.0035945363048166786,33.0,13.0
2016,"(32, 34]","(14, 16]",20,0.0017972681524083393,33.0,15.0
2016,"(32, 34]","(16, 18]",25,0.002246585190510424,33.0,17.0
2016,"(32, 34]","(18, 20]",29,0.002606038820992092,33.0,19.0
2016,"(32, 34]","(20, 22]",30,0.002695902228612509,33.0,21.0
2016,"(32, 34]","(22, 24]",19,0.0017074047447879223,33.0,23.0
2016,"(32, 34]","(24, 26]",48,0.004313443565780014,33.0,25.0
2016,"(32, 34]","(26, 28]",28,0.0025161754133716753,33.0,27.0
2016,"(32, 34]","(28, 30]",35,0.003145219266714594,33.0,29.0
2016,"(32, 34]","(30, 32]",55,0.004942487419122933,33.0,31.0
2016,"(32, 34]","(32, 34]",63,0.005661394680086269,33.0,33.0
2016,"(32, 34]","(34, 36]",54,0.004852624011502516,33.0,35.0
2016,"(32, 34]","(36, 38]",58,0.005212077641984184,33.0,37.0
2016,"(32, 34]","(38, 40]",37,0.0033249460819554278,33.0,39.0
2016,"(32, 34]","(40, 42]",39,0.0035046728971962616,33.0,41.0
2016,"(32, 34]","(42, 44]",44,0.003953989935298346,33.0,43.0
2016,"(32, 34]","(44, 46]",24,0.002156721782890007,33.0,45.0
2016,"(32, 34]","(46, 48]",37,0.0033249460819554278,33.0,47.0
2016,"(32, 34]","(48, 50]",55,0.004942487419122933,33.0,49.0
2016,"(32, 34]","(50, 52]",56,0.0050323508267433505,33.0,51.0
2016,"(32, 34]","(52, 54]",63,0.005661394680086269,33.0,53.0
2016,"(32, 34]","(54, 56]",67,0.0060208483105679365,33.0,55.0
2016,"(32, 34]","(56, 58]",46,0.00413371675053918,33.0,57.0
2016,"(32, 34]","(58, 60]",26,0.002336448598130841,33.0,59.0
2016,"(32, 34]","(60, 62]",3,0.0002695902228612509,33.0,61.0
2016,"(32, 34]","(62, 64]",3,0.0002695902228612509,33.0,63.0
2016,"(32, 34]","(64, 66]",0,0.0,33.0,65.0
2016,"(32, 34]","(66, 68]",0,0.0,33.0,67.0
2016,"(32, 34]","(68, 70]",0,0.0,33.0,69.0
2016,"(32, 34]","(70, 72]",0,0.0,33.0,71.0
2016,"(32, 34]","(72, 74]",0,0.0,33.0,73.0
2016,"(32, 34]","(74, 76]",0,0.0,33.0,75.0
2016,"(32, 34]","(76, 78]",0,0.0,33.0,77.0
2016,"(32, 34]","(78, 80]",0,0.0,33.0,79.0
2016,"(32, 34]","(80, 82]",0,0.0,33.0,81.0
2016,"(32, 34]","(82, 84]",0,0.0,33.0,83.0
2016,"(32, 34]","(84, 86]",0,0.0,33.0,85.0
2016,"(32, 34]","(86, 88]",0,0.0,33.0,87.0
2016,"(32, 34]","(88, 90]",0,0.0,33.0,89.0
2016,"(32, 34]","(90, 92]",0,0.0,33.0,91.0
2016,"(34, 36]","(0, 2]",6,0.0005391804457225018,35.0,1.0
2016,"(34, 36]","(2, 4]",19,0.0017074047447879223,35.0,3.0
2016,"(34, 36]","(4, 6]",12,0.0010783608914450035,35.0,5.0
2016,"(34, 36]","(6, 8]",19,0.0017074047447879223,35.0,7.0
2016,"(34, 36]","(8, 10]",18,0.0016175413371675054,35.0,9.0
2016,"(34, 36]","(10, 12]",31,0.002785765636232926,35.0,11.0
2016,"(34, 36]","(12, 14]",32,0.002875629043853343,35.0,13.0
2016,"(34, 36]","(14, 16]",20,0.0017972681524083393,35.0,15.0
2016,"(34, 36]","(16, 18]",42,0.0037742631200575125,35.0,17.0
2016,"(34, 36]","(18, 20]",44,0.003953989935298346,35.0,19.0
2016,"(34, 36]","(20, 22]",33,0.00296549245147376,35.0,21.0
2016,"(34, 36]","(22, 24]",43,0.0038641265276779294,35.0,23.0
2016,"(34, 36]","(24, 26]",44,0.003953989935298346,35.0,25.0
2016,"(34, 36]","(26, 28]",47,0.004223580158159598,35.0,27.0
2016,"(34, 36]","(28, 30]",55,0.004942487419122933,35.0,29.0
2016,"(34, 36]","(30, 32]",59,0.005301941049604601,35.0,31.0
2016,"(34, 36]","(32, 34]",44,0.003953989935298346,35.0,33.0
2016,"(34, 36]","(34, 36]",36,0.003235082674335011,35.0,35.0
2016,"(34, 36]","(36, 38]",50,0.004493170381020848,35.0,37.0
2016,"(34, 36]","(38, 40]",34,0.003055355859094177,35.0,39.0
2016,"(34, 36]","(40, 42]",28,0.0025161754133716753,35.0,41.0
2016,"(34, 36]","(42, 44]",34,0.003055355859094177,35.0,43.0
2016,"(34, 36]","(44, 46]",24,0.002156721782890007,35.0,45.0
2016,"(34, 36]","(46, 48]",27,0.002426312005751258,35.0,47.0
2016,"(34, 36]","(48, 50]",25,0.002246585190510424,35.0,49.0
2016,"(34, 36]","(50, 52]",47,0.004223580158159598,35.0,51.0
2016,"(34, 36]","(52, 54]",40,0.0035945363048166786,35.0,53.0
2016,"(34, 36]","(54, 56]",38,0.0034148094895758447,35.0,55.0
2016,"(34, 36]","(56, 58]",41,0.0036843997124370955,35.0,57.0
2016,"(34, 36]","(58, 60]",15,0.0013479511143062546,35.0,59.0
2016,"(34, 36]","(60, 62]",6,0.0005391804457225018,35.0,61.0
2016,"(34, 36]","(62, 64]",3,0.0002695902228612509,35.0,63.0
2016,"(34, 36]","(64, 66]",0,0.0,35.0,65.0
2016,"(34, 36]","(66, 68]",0,0.0,35.0,67.0
2016,"(34, 36]","(68, 70]",0,0.0,35.0,69.0
2016,"(34, 36]","(70, 72]",0,0.0,35.0,71.0
2016,"(34, 36]","(72, 74]",0,0.0,35.0,73.0
2016,"(34, 36]","(74, 76]",0,0.0,35.0,75.0
2016,"(34, 36]","(76, 78]",0,0.0,35.0,77.0
2016,"(34, 36]","(78, 80]",0,0.0,35.0,79.0
2016,"(34, 36]","(80, 82]",0,0.0,35.0,81.0
2016,"(34, 36]","(82, 84]",0,0.0,35.0,83.0
2016,"(34, 36]","(84, 86]",0,0.0,35.0,85.0
2016,"(34, 36]","(86, 88]",0,0.0,35.0,87.0
2016,"(34, 36]","(88, 90]",0,0.0,35.0,89.0
2016,"(34, 36]","(90, 92]",0,0.0,35.0,91.0
2016,"(36, 38]","(0, 2]",3,0.0002695902228612509,37.0,1.0
2016,"(36, 38]","(2, 4]",9,0.0008087706685837527,37.0,3.0
2016,"(36, 38]","(4, 6]",5,0.0004493170381020848,37.0,5.0
2016,"(36, 38]","(6, 8]",13,0.0011682242990654205,37.0,7.0
2016,"(36, 38]","(8, 10]",13,0.0011682242990654205,37.0,9.0
2016,"(36, 38]","(10, 12]",18,0.0016175413371675054,37.0,11.0
2016,"(36, 38]","(12, 14]",23,0.00206685837526959,37.0,13.0
2016,"(36, 38]","(14, 16]",16,0.0014378145219266715,37.0,15.0
2016,"(36, 38]","(16, 18]",27,0.002426312005751258,37.0,17.0
2016,"(36, 38]","(18, 20]",26,0.002336448598130841,37.0,19.0
2016,"(36, 38]","(20, 22]",27,0.002426312005751258,37.0,21.0
2016,"(36, 38]","(22, 24]",38,0.0034148094895758447,37.0,23.0
2016,"(36, 38]","(24, 26]",35,0.003145219266714594,37.0,25.0
2016,"(36, 38]","(26, 28]",26,0.002336448598130841,37.0,27.0
2016,"(36, 38]","(28, 30]",29,0.002606038820992092,37.0,29.0
2016,"(36, 38]","(30, 32]",32,0.002875629043853343,37.0,31.0
2016,"(36, 38]","(32, 34]",24,0.002156721782890007,37.0,33.0
2016,"(36, 38]","(34, 36]",26,0.002336448598130841,37.0,35.0
2016,"(36, 38]","(36, 38]",31,0.002785765636232926,37.0,37.0
2016,"(36, 38]","(38, 40]",17,0.0015276779295470885,37.0,39.0
2016,"(36, 38]","(40, 42]",17,0.0015276779295470885,37.0,41.0
2016,"(36, 38]","(42, 44]",17,0.0015276779295470885,37.0,43.0
2016,"(36, 38]","(44, 46]",12,0.0010783608914450035,37.0,45.0
2016,"(36, 38]","(46, 48]",10,0.0008986340762041696,37.0,47.0
2016,"(36, 38]","(48, 50]",10,0.0008986340762041696,37.0,49.0
2016,"(36, 38]","(50, 52]",9,0.0008087706685837527,37.0,51.0
2016,"(36, 38]","(52, 54]",7,0.0006290438533429188,37.0,53.0
2016,"(36, 38]","(54, 56]",9,0.0008087706685837527,37.0,55.0
2016,"(36, 38]","(56, 58]",18,0.0016175413371675054,37.0,57.0
2016,"(36, 38]","(58, 60]",10,0.0008986340762041696,37.0,59.0
2016,"(36, 38]","(60, 62]",5,0.0004493170381020848,37.0,61.0
2016,"(36, 38]","(62, 64]",3,0.0002695902228612509,37.0,63.0
2016,"(36, 38]","(64, 66]",0,0.0,37.0,65.0
2016,"(36, 38]","(66, 68]",0,0.0,37.0,67.0
2016,"(36, 38]","(68, 70]",0,0.0,37.0,69.0
2016,"(36, 38]","(70, 72]",0,0.0,37.0,71.0
2016,"(36, 38]","(72, 74]",0,0.0,37.0,73.0
2016,"(36, 38]","(74, 76]",0,0.0,37.0,75.0
2016,"(36, 38]","(76, 78]",0,0.0,37.0,77.0
2016,"(36, 38]","(78, 80]",0,0.0,37.0,79.0
2016,"(36, 38]","(80, 82]",0,0.0,37.0,81.0
2016,"(36, 38]","(82, 84]",0,0.0,37.0,83.0
2016,"(36, 38]","(84, 86]",0,0.0,37.0,85.0
2016,"(36, 38]","(86, 88]",0,0.0,37.0,87.0
2016,"(36, 38]","(88, 90]",0,0.0,37.0,89.0
2016,"(36, 38]","(90, 92]",0,0.0,37.0,91.0
2017,"(-40, -38]","(0, 2]",1,8.986340762041697e-05,-39.0,1.0
2017,"(-40, -38]","(2, 4]",6,0.0005391804457225018,-39.0,3.0
2017,"(-40, -38]","(4, 6]",7,0.0006290438533429188,-39.0,5.0
2017,"(-40, -38]","(6, 8]",15,0.0013479511143062546,-39.0,7.0
2017,"(-40, -38]","(8, 10]",10,0.0008986340762041696,-39.0,9.0
2017,"(-40, -38]","(10, 12]",16,0.0014378145219266715,-39.0,11.0
2017,"(-40, -38]","(12, 14]",18,0.0016175413371675054,-39.0,13.0
2017,"(-40, -38]","(14, 16]",12,0.0010783608914450035,-39.0,15.0
2017,"(-40, -38]","(16, 18]",20,0.0017972681524083393,-39.0,17.0
2017,"(-40, -38]","(18, 20]",23,0.00206685837526959,-39.0,19.0
2017,"(-40, -38]","(20, 22]",14,0.0012580877066858376,-39.0,21.0
2017,"(-40, -38]","(22, 24]",29,0.002606038820992092,-39.0,23.0
2017,"(-40, -38]","(24, 26]",15,0.0013479511143062546,-39.0,25.0
2017,"(-40, -38]","(26, 28]",20,0.0017972681524083393,-39.0,27.0
2017,"(-40, -38]","(28, 30]",20,0.0017972681524083393,-39.0,29.0
2017,"(-40, -38]","(30, 32]",26,0.002336448598130841,-39.0,31.0
2017,"(-40, -38]","(32, 34]",14,0.0012580877066858376,-39.0,33.0
2017,"(-40, -38]","(34, 36]",17,0.0015276779295470885,-39.0,35.0
2017,"(-40, -38]","(36, 38]",14,0.0012580877066858376,-39.0,37.0
2017,"(-40, -38]","(38, 40]",16,0.0014378145219266715,-39.0,39.0
2017,"(-40, -38]","(40, 42]",8,0.0007189072609633358,-39.0,41.0
2017,"(-40, -38]","(42, 44]",11,0.0009884974838245866,-39.0,43.0
2017,"(-40, -38]","(44, 46]",12,0.0010783608914450035,-39.0,45.0
2017,"(-40, -38]","(46, 48]",8,0.0007189072609633358,-39.0,47.0
2017,"(-40, -38]","(48, 50]",4,0.0003594536304816679,-39.0,49.0
2017,"(-40, -38]","(50, 52]",9,0.0008087706685837527,-39.0,51.0
2017,"(-40, -38]","(52, 54]",8,0.0007189072609633358,-39.0,53.0
2017,"(-40, -38]","(54, 56]",9,0.0008087706685837527,-39.0,55.0
2017,"(-40, -38]","(56, 58]",5,0.0004493170381020848,-39.0,57.0
2017,"(-40, -38]","(58, 60]",8,0.0007189072609633358,-39.0,59.0
2017,"(-40, -38]","(60, 62]",3,0.0002695902228612509,-39.0,61.0
2017,"(-40, -38]","(62, 64]",2,0.00017972681524083394,-39.0,63.0
2017,"(-40, -38]","(64, 66]",0,0.0,-39.0,65.0
2017,"(-40, -38]","(66, 68]",0,0.0,-39.0,67.0
2017,"(-40, -38]","(68, 70]",0,0.0,-39.0,69.0
2017,"(-40, -38]","(70, 72]",0,0.0,-39.0,71.0
2017,"(-40, -38]","(72, 74]",0,0.0,-39.0,73.0
2017,"(-40, -38]","(74, 76]",0,0.0,-39.0,75.0
2017,"(-40, -38]","(76, 78]",0,0.0,-39.0,77.0
2017,"(-40, -38]","(78, 80]",0,0.0,-39.0,79.0
2017,"(-40, -38]","(80, 82]",0,0.0,-39.0,81.0
2017,"(-40, -38]","(82, 84]",0,0.0,-39.0,83.0
2017,"(-40, -38]","(84, 86]",0,0.0,-39.0,85.0
2017,"(-40, -38]","(86, 88]",0,0.0,-39.0,87.0
2017,"(-40, -38]","(88, 90]",0,0.0,-39.0,89.0
2017,"(-40, -38]","(90, 92]",0,0.0,-39.0,91.0
2017,"(-38, -36]","(0, 2]",5,0.0004493170381020848,-37.0,1.0
2017,"(-38, -36]","(2, 4]",9,0.0008087706685837527,-37.0,3.0
2017,"(-38, -36]","(4, 6]",7,0.0006290438533429188,-37.0,5.0
2017,"(-38, -36]","(6, 8]",13,0.0011682242990654205,-37.0,7.0
2017,"(-38, -36]","(8, 10]",13,0.0011682242990654205,-37.0,9.0
2017,"(-38, -36]","(10, 12]",12,0.0010783608914450035,-37.0,11.0
2017,"(-38, -36]","(12, 14]",31,0.002785765636232926,-37.0,13.0
2017,"(-38, -36]","(14, 16]",29,0.002606038820992092,-37.0,15.0
2017,"(-38, -36]","(16, 18]",16,0.0014378145219266715,-37.0,17.0
2017,"(-38, -36]","(18, 20]",30,0.002695902228612509,-37.0,19.0
2017,"(-38, -36]","(20, 22]",24,0.002156721782890007,-37.0,21.0
2017,"(-38, -36]","(22, 24]",32,0.002875629043853343,-37.0,23.0
2017,"(-38, -36]","(24, 26]",52,0.004672897196261682,-37.0,25.0
2017,"(-38, -36]","(26, 28]",37,0.0033249460819554278,-37.0,27.0
2017,"(-38, -36]","(28, 30]",41,0.0036843997124370955,-37.0,29.0
2017,"(-38, -36]","(30, 32]",35,0.003145219266714594,-37.0,31.0
2017,"(-38, -36]","(32, 34]",31,0.002785765636232926,-37.0,33.0
2017,"(-38, -36]","(34, 36]",27,0.002426312005751258,-37.0,35.0
2017,"(-38, -36]","(36, 38]",25,0.002246585190510424,-37.0,37.0
2017,"(-38, -36]","(38, 40]",23,0.00206685837526959,-37.0,39.0
2017,"(-38, -36]","(40, 42]",21,0.0018871315600287562,-37.0,41.0
2017,"(-38, -36]","(42, 44]",18,0.0016175413371675054,-37.0,43.0
2017,"(-38, -36]","(44, 46]",17,0.0015276779295470885,-37.0,45.0
2017,"(-38, -36]","(46, 48]",17,0.0015276779295470885,-37.0,47.0
2017,"(-38, -36]","(48, 50]",18,0.0016175413371675054,-37.0,49.0
2017,"(-38, -36]","(50, 52]",18,0.0016175413371675054,-37.0,51.0
2017,"(-38, -36]","(52, 54]",21,0.0018871315600287562,-37.0,53.0
2017,"(-38, -36]","(54, 56]",17,0.0015276779295470885,-37.0,55.0
2017,"(-38, -36]","(56, 58]",31,0.002785765636232926,-37.0,57.0
2017,"(-38, -36]","(58, 60]",14,0.0012580877066858376,-37.0,59.0
2017,"(-38, -36]","(60, 62]",3,0.0002695902228612509,-37.0,61.0
2017,"(-38, -36]","(62, 64]",2,0.00017972681524083394,-37.0,63.0
2017,"(-38, -36]","(64, 66]",0,0.0,-37.0,65.0
2017,"(-38, -36]","(66, 68]",0,0.0,-37.0,67.0
2017,"(-38, -36]","(68, 70]",0,0.0,-37.0,69.0
2017,"(-38, -36]","(70, 72]",0,0.0,-37.0,71.0
2017,"(-38, -36]","(72, 74]",0,0.0,-37.0,73.0
2017,"(-38, -36]","(74, 76]",0,0.0,-37.0,75.0
2017,"(-38, -36]","(76, 78]",0,0.0,-37.0,77.0
2017,"(-38, -36]","(78, 80]",0,0.0,-37.0,79.0
2017,"(-38, -36]","(80, 82]",0,0.0,-37.0,81.0
2017,"(-38, -36]","(82, 84]",0,0.0,-37.0,83.0
2017,"(-38, -36]","(84, 86]",0,0.0,-37.0,85.0
2017,"(-38, -36]","(86, 88]",0,0.0,-37.0,87.0
2017,"(-38, -36]","(88, 90]",0,0.0,-37.0,89.0
2017,"(-38, -36]","(90, 92]",0,0.0,-37.0,91.0
2017,"(-36, -34]","(0, 2]",6,0.0005391804457225018,-35.0,1.0
2017,"(-36, -34]","(2, 4]",10,0.0008986340762041696,-35.0,3.0
2017,"(-36, -34]","(4, 6]",24,0.002156721782890007,-35.0,5.0
2017,"(-36, -34]","(6, 8]",21,0.0018871315600287562,-35.0,7.0
2017,"(-36, -34]","(8, 10]",27,0.002426312005751258,-35.0,9.0
2017,"(-36, -34]","(10, 12]",23,0.00206685837526959,-35.0,11.0
2017,"(-36, -34]","(12, 14]",20,0.0017972681524083393,-35.0,13.0
2017,"(-36, -34]","(14, 16]",26,0.002336448598130841,-35.0,15.0
2017,"(-36, -34]","(16, 18]",28,0.0025161754133716753,-35.0,17.0
2017,"(-36, -34]","(18, 20]",31,0.002785765636232926,-35.0,19.0
2017,"(-36, -34]","(20, 22]",29,0.002606038820992092,-35.0,21.0
2017,"(-36, -34]","(22, 24]",34,0.003055355859094177,-35.0,23.0
2017,"(-36, -34]","(24, 26]",45,0.004043853342918764,-35.0,25.0
2017,"(-36, -34]","(26, 28]",38,0.0034148094895758447,-35.0,27.0
2017,"(-36, -34]","(28, 30]",37,0.0033249460819554278,-35.0,29.0
2017,"(-36, -34]","(30, 32]",48,0.004313443565780014,-35.0,31.0
2017,"(-36, -34]","(32, 34]",46,0.00413371675053918,-35.0,33.0
2017,"(-36, -34]","(34, 36]",38,0.0034148094895758447,-35.0,35.0
2017,"(-36, -34]","(36, 38]",42,0.0037742631200575125,-35.0,37.0
2017,"(-36, -34]","(38, 40]",35,0.003145219266714594,-35.0,39.0
2017,"(-36, -34]","(40, 42]",39,0.0035046728971962616,-35.0,41.0
2017,"(-36, -34]","(42, 44]",33,0.00296549245147376,-35.0,43.0
2017,"(-36, -34]","(44, 46]",34,0.003055355859094177,-35.0,45.0
2017,"(-36, -34]","(46, 48]",27,0.002426312005751258,-35.0,47.0
2017,"(-36, -34]","(48, 50]",39,0.0035046728971962616,-35.0,49.0
2017,"(-36, -34]","(50, 52]",36,0.003235082674335011,-35.0,51.0
2017,"(-36, -34]","(52, 54]",49,0.0044033069734004315,-35.0,53.0
2017,"(-36, -34]","(54, 56]",43,0.0038641265276779294,-35.0,55.0
2017,"(-36, -34]","(56, 58]",48,0.004313443565780014,-35.0,57.0
2017,"(-36, -34]","(58, 60]",10,0.0008986340762041696,-35.0,59.0
2017,"(-36, -34]","(60, 62]",4,0.0003594536304816679,-35.0,61.0
2017,"(-36, -34]","(62, 64]",2,0.00017972681524083394,-35.0,63.0
2017,"(-36, -34]","(64, 66]",0,0.0,-35.0,65.0
2017,"(-36, -34]","(66, 68]",0,0.0,-35.0,67.0
2017,"(-36, -34]","(68, 70]",0,0.0,-35.0,69.0
2017,"(-36, -34]","(70, 72]",0,0.0,-35.0,71.0
2017,"(-36, -34]","(72, 74]",0,0.0,-35.0,73.0
2017,"(-36, -34]","(74, 76]",0,0.0,-35.0,75.0
2017,"(-36, -34]","(76, 78]",0,0.0,-35.0,77.0
2017,"(-36, -34]","(78, 80]",0,0.0,-35.0,79.0
2017,"(-36, -34]","(80, 82]",0,0.0,-35.0,81.0
2017,"(-36, -34]","(82, 84]",0,0.0,-35.0,83.0
2017,"(-36, -34]","(84, 86]",0,0.0,-35.0,85.0
2017,"(-36, -34]","(86, 88]",0,0.0,-35.0,87.0
2017,"(-36, -34]","(88, 90]",0,0.0,-35.0,89.0
2017,"(-36, -34]","(90, 92]",0,0.0,-35.0,91.0
2017,"(-34, -32]","(0, 2]",8,0.0007189072609633358,-33.0,1.0
2017,"(-34, -32]","(2, 4]",11,0.0009884974838245866,-33.0,3.0
2017,"(-34, -32]","(4, 6]",18,0.0016175413371675054,-33.0,5.0
2017,"(-34, -32]","(6, 8]",24,0.002156721782890007,-33.0,7.0
2017,"(-34, -32]","(8, 10]",23,0.00206685837526959,-33.0,9.0
2017,"(-34, -32]","(10, 12]",20,0.0017972681524083393,-33.0,11.0
2017,"(-34, -32]","(12, 14]",36,0.003235082674335011,-33.0,13.0
2017,"(-34, -32]","(14, 16]",25,0.002246585190510424,-33.0,15.0
2017,"(-34, -32]","(16, 18]",27,0.002426312005751258,-33.0,17.0
2017,"(-34, -32]","(18, 20]",39,0.0035046728971962616,-33.0,19.0
2017,"(-34, -32]","(20, 22]",38,0.0034148094895758447,-33.0,21.0
2017,"(-34, -32]","(22, 24]",26,0.002336448598130841,-33.0,23.0
2017,"(-34, -32]","(24, 26]",60,0.005391804457225018,-33.0,25.0
2017,"(-34, -32]","(26, 28]",43,0.0038641265276779294,-33.0,27.0
2017,"(-34, -32]","(28, 30]",41,0.0036843997124370955,-33.0,29.0
2017,"(-34, -32]","(30, 32]",52,0.004672897196261682,-33.0,31.0
2017,"(-34, -32]","(32, 34]",45,0.004043853342918764,-33.0,33.0
2017,"(-34, -32]","(34, 36]",55,0.004942487419122933,-33.0,35.0
2017,"(-34, -32]","(36, 38]",40,0.0035945363048166786,-33.0,37.0
2017,"(-34, -32]","(38, 40]",47,0.004223580158159598,-33.0,39.0
2017,"(-34, -32]","(40, 42]",40,0.0035945363048166786,-33.0,41.0
2017,"(-34, -32]","(42, 44]",45,0.004043853342918764,-33.0,43.0
2017,"(-34, -32]","(44, 46]",38,0.0034148094895758447,-33.0,45.0
2017,"(-34, -32]","(46, 48]",37,0.0033249460819554278,-33.0,47.0
2017,"(-34, -32]","(48, 50]",63,0.005661394680086269,-33.0,49.0
2017,"(-34, -32]","(50, 52]",64,0.005751258087706686,-33.0,51.0
2017,"(-34, -32]","(52, 54]",74,0.0066498921639108555,-33.0,53.0
2017,"(-34, -32]","(54, 56]",67,0.0060208483105679365,-33.0,55.0
2017,"(-34, -32]","(56, 58]",53,0.004762760603882099,-33.0,57.0
2017,"(-34, -32]","(58, 60]",11,0.0009884974838245866,-33.0,59.0
2017,"(-34, -32]","(60, 62]",3,0.0002695902228612509,-33.0,61.0
2017,"(-34, -32]","(62, 64]",3,0.0002695902228612509,-33.0,63.0
2017,"(-34, -32]","(64, 66]",0,0.0,-33.0,65.0
2017,"(-34, -32]","(66, 68]",0,0.0,-33.0,67.0
2017,"(-34, -32]","(68, 70]",0,0.0,-33.0,69.0
2017,"(-34, -32]","(70, 72]",0,0.0,-33.0,71.0
2017,"(-34, -32]","(72, 74]",0,0.0,-33.0,73.0
2017,"(-34, -32]","(74, 76]",0,0.0,-33.0,75.0
2017,"(-34, -32]","(76, 78]",0,0.0,-33.0,77.0
2017,"(-34, -32]","(78, 80]",0,0.0,-33.0,79.0
2017,"(-34, -32]","(80, 82]",0,0.0,-33.0,81.0
2017,"(-34, -32]","(82, 84]",0,0.0,-33.0,83.0
2017,"(-34, -32]","(84, 86]",0,0.0,-33.0,85.0
2017,"(-34, -32]","(86, 88]",0,0.0,-33.0,87.0
2017,"(-34, -32]","(88, 90]",0,0.0,-33.0,89.0
2017,"(-34, -32]","(90, 92]",0,0.0,-33.0,91.0
2017,"(-32, -30]","(0, 2]",12,0.0010783608914450035,-31.0,1.0
2017,"(-32, -30]","(2, 4]",24,0.002156721782890007,-31.0,3.0
